Timestamp,ID Match,ID Game,Credit,Value,Kind,Login,Counter In,Counter Out
2024-07-12 23:42:22.743869,D0176431528B40468FAE,CH2,75,25,win,keno_015,73400,105000
2024-07-12 23:42:22.674530,04890FDC81BD4313A1F9,CH2,50,25,bet,keno_015,73400,105000
2024-07-12 23:42:17.239842,04890FDC81BD4313A1F9,CH2,75,0,win,keno_015,73400,105000
2024-07-12 23:42:17.167703,0AF90E7A72A34C4E90EF,CH2,75,25,bet,keno_015,73400,105000
2024-07-12 23:42:11.818773,0AF90E7A72A34C4E90EF,CH2,100,0,win,keno_015,73400,105000
2024-07-12 23:42:11.751648,9BBE29FAC5404E02AAAA,CH2,100,25,bet,keno_015,73400,105000
2024-07-12 23:42:06.503862,9BBE29FAC5404E02AAAA,CH2,125,0,win,keno_015,73400,105000
2024-07-12 23:42:06.420538,1918B7155F724A22839A,CH2,125,25,bet,keno_015,73400,105000
2024-07-12 23:42:00.871041,1918B7155F724A22839A,CH2,150,25,win,keno_015,73400,105000
2024-07-12 23:42:00.785664,3C84C83D11034213A8EE,CH2,125,25,bet,keno_015,73400,105000
2024-07-12 23:41:55.424665,3C84C83D11034213A8EE,CH2,150,0,win,keno_015,73400,105000
2024-07-12 23:41:55.350783,E0314E97F54E467FAA79,CH2,150,25,bet,keno_015,73400,105000
2024-07-12 23:41:49.798652,E0314E97F54E467FAA79,CH2,175,0,win,keno_015,73400,105000
2024-07-12 23:41:49.722226,E568B474D11D496580A2,CH2,175,25,bet,keno_015,73400,105000
2024-07-12 23:41:44.273427,E568B474D11D496580A2,CH2,200,50,bet,keno_015,73400,105000
2024-07-12 23:41:37.151430,E568B474D11D496580A2,CH2,250,125,win,keno_015,73400,105000
2024-07-12 23:41:37.069693,905C870FB44844CF9A65,CH2,125,25,bet,keno_015,73400,105000
2024-07-12 23:41:31.538430,905C870FB44844CF9A65,CH2,150,0,win,keno_015,73400,105000
2024-07-12 23:41:31.467622,BAAD287213F64B38ABC5,CH2,150,25,bet,keno_015,73400,105000
2024-07-12 23:41:25.510598,BAAD287213F64B38ABC5,CH2,175,25,win,keno_015,73400,105000
2024-07-12 23:41:25.432384,D1695952253345F68C5B,CH2,150,25,bet,keno_015,73400,105000
2024-07-12 23:41:20.090264,D1695952253345F68C5B,CH2,175,0,win,keno_015,73400,105000
2024-07-12 23:41:20.017270,CE27EF52FC414A6494A7,CH2,175,25,bet,keno_015,73400,105000
2024-07-12 23:41:13.785019,CE27EF52FC414A6494A7,CH2,200,0,win,keno_015,73400,105000
2024-07-12 23:41:13.693354,F82222C49B364A17913E,CH2,200,25,bet,keno_015,73400,105000
2024-07-12 23:41:07.624339,F82222C49B364A17913E,CH2,225,0,win,keno_015,73400,105000
2024-07-12 23:41:07.550323,E9796A3ACEF44185BD9C,CH2,225,25,bet,keno_015,73400,105000
2024-07-12 23:41:01.192002,E9796A3ACEF44185BD9C,CH2,250,125,win,keno_015,73400,105000
2024-07-12 23:41:01.092755,E980DE25BB594E81B7D6,CH2,125,25,bet,keno_015,73400,105000
2024-07-12 23:40:55.361143,E980DE25BB594E81B7D6,CH2,150,25,win,keno_015,73400,105000
2024-07-12 23:40:55.288322,41DFA8C6BAFC4AEE9E8D,CH2,125,25,bet,keno_015,73400,105000
2024-07-12 23:40:48.895238,41DFA8C6BAFC4AEE9E8D,CH2,150,25,win,keno_015,73400,105000
2024-07-12 23:40:48.818847,BD2EC4CC34A54298B359,CH2,125,25,bet,keno_015,73400,105000
2024-07-12 23:40:43.533011,BD2EC4CC34A54298B359,CH2,150,0,win,keno_015,73400,105000
2024-07-12 23:40:43.463453,31C8BC7076534C47A0B1,CH2,150,25,bet,keno_015,73400,105000
2024-07-12 23:40:37.768306,31C8BC7076534C47A0B1,CH2,175,0,win,keno_015,73400,105000
2024-07-12 23:40:37.698257,F7693CBA382F406ABDD3,CH2,175,25,bet,keno_015,73400,105000
2024-07-12 23:39:49.505545,F7693CBA382F406ABDD3,CH2,200,0,win,keno_015,73400,105000
2024-07-12 23:39:49.434697,D97073970100431EB2FF,CH2,200,25,bet,keno_015,73400,105000
2024-07-12 23:39:32.794415,D97073970100431EB2FF,CH2,225,0,win,keno_015,73400,105000
2024-07-12 23:39:32.719586,B8446704F88C4B48ACAF,CH2,225,25,bet,keno_015,73400,105000
2024-07-12 23:39:27.339011,B8446704F88C4B48ACAF,CH2,250,0,win,keno_015,73400,105000
2024-07-12 23:39:27.272497,B492BAEE265F46319952,CH2,250,25,bet,keno_015,73400,105000
2024-07-12 23:39:21.952007,B492BAEE265F46319952,CH2,275,0,win,keno_015,73400,105000
2024-07-12 23:39:21.873482,0142C0FCEC7A4962984B,CH2,275,25,bet,keno_015,73400,105000
2024-07-12 23:39:16.247071,0142C0FCEC7A4962984B,CH2,300,0,win,keno_015,73400,105000
2024-07-12 23:39:16.175484,EC1D5A0095604B5587AA,CH2,300,25,bet,keno_015,73400,105000
2024-07-12 23:39:10.510273,EC1D5A0095604B5587AA,CH2,325,0,win,keno_015,73400,105000
2024-07-12 23:39:10.436051,D97E053D72E94406AFAE,CH2,325,25,bet,keno_015,73400,105000
2024-07-12 23:39:05.248183,D97E053D72E94406AFAE,CH2,350,0,win,keno_015,73400,105000
2024-07-12 23:39:05.172365,2270F5839252405BAD73,CH2,350,25,bet,keno_015,73400,105000
2024-07-12 23:38:59.694909,2270F5839252405BAD73,CH2,375,0,win,keno_015,73400,105000
2024-07-12 23:38:59.627096,BE57C260713D417C9029,CH2,375,25,bet,keno_015,73400,105000
2024-07-12 23:38:54.439244,BE57C260713D417C9029,CH2,400,0,win,keno_015,73400,105000
2024-07-12 23:38:54.371333,C831ED0C1DDD4D7DA377,CH2,400,25,bet,keno_015,73400,105000
2024-07-12 23:38:48.754844,C831ED0C1DDD4D7DA377,CH2,425,0,win,keno_015,73400,105000
2024-07-12 23:38:48.667871,B1BF806F8A23439EA42C,CH2,425,25,bet,keno_015,73400,105000
2024-07-12 23:38:43.095014,B1BF806F8A23439EA42C,CH2,450,25,win,keno_015,73400,105000
2024-07-12 23:38:43.015398,04EAA9EC441E425BAD13,CH2,425,25,bet,keno_015,73400,105000
2024-07-12 23:38:37.670120,04EAA9EC441E425BAD13,CH2,450,0,win,keno_015,73400,105000
2024-07-12 23:38:37.596187,E7D23452D018446E9BBB,CH2,450,25,bet,keno_015,73400,105000
2024-07-12 23:38:31.855292,E7D23452D018446E9BBB,CH2,475,25,win,keno_015,73400,105000
2024-07-12 23:38:31.772525,4F42E60DDD0442C58742,CH2,450,25,bet,keno_015,73400,105000
2024-07-12 23:38:26.707807,4F42E60DDD0442C58742,CH2,475,0,win,keno_015,73400,105000
2024-07-12 23:38:26.640596,E1F67C34FE9148149923,CH2,475,25,bet,keno_015,73400,105000
2024-07-12 23:38:12.224402,E1F67C34FE9148149923,CH2,500,0,win,keno_015,73400,105000
2024-07-12 23:38:12.153548,331F12F7660949D1A6DC,CH2,500,50,bet,keno_015,73400,105000
2024-07-12 23:38:07.090665,331F12F7660949D1A6DC,CH2,550,0,win,keno_015,73400,105000
2024-07-12 23:38:07.016958,BCACF5F4284A439EA42D,CH2,550,50,bet,keno_015,73400,105000
2024-07-12 23:38:01.335789,BCACF5F4284A439EA42D,CH2,600,25,win,keno_015,73400,105000
2024-07-12 23:38:01.261143,31EF02EC5C614DE4AA8C,CH2,575,50,bet,keno_015,73400,105000
2024-07-12 23:37:56.011007,31EF02EC5C614DE4AA8C,CH2,625,25,win,keno_015,73400,105000
2024-07-12 23:37:55.913378,AB8F985B45B84876ADE4,CH2,600,50,bet,keno_015,73400,105000
2024-07-12 23:37:49.564476,AB8F985B45B84876ADE4,CH2,650,25,win,keno_015,73400,105000
2024-07-12 23:37:49.491219,DCC4BB5A496749A48613,CH2,625,50,bet,keno_015,73400,105000
2024-07-12 23:37:43.589820,DCC4BB5A496749A48613,CH2,675,25,win,keno_015,73400,105000
2024-07-12 23:37:43.514614,CB54076933E84475AD0A,CH2,650,50,bet,keno_015,73400,105000
2024-07-12 23:37:37.649385,CB54076933E84475AD0A,CH2,700,0,win,keno_015,73400,105000
2024-07-12 23:37:37.579760,98240632064B43BB9E1F,CH2,700,50,bet,keno_015,73400,105000
2024-07-12 23:37:31.910128,98240632064B43BB9E1F,CH2,750,0,win,keno_015,73400,105000
2024-07-12 23:37:31.833643,D727E30526454A45AC96,CH2,750,50,bet,keno_015,73400,105000
2024-07-12 23:37:26.624462,D727E30526454A45AC96,CH2,800,0,win,keno_015,73400,105000
2024-07-12 23:37:26.545066,A9D48DA0EFBF4361A726,CH2,800,50,bet,keno_015,73400,105000
2024-07-12 23:37:21.067009,A9D48DA0EFBF4361A726,CH2,850,0,win,keno_015,73400,105000
2024-07-12 23:37:20.992751,7935479436D94710B7CA,CH2,850,50,bet,keno_015,73400,105000
2024-07-12 23:37:15.816026,7935479436D94710B7CA,CH2,900,25,win,keno_015,73400,105000
2024-07-12 23:37:15.735782,E4B453582F974A4E8B85,CH2,875,50,bet,keno_015,73400,105000
2024-07-12 23:37:10.372805,E4B453582F974A4E8B85,CH2,925,25,win,keno_015,73400,105000
2024-07-12 23:37:10.297083,822D2D88C21A449C801E,CH2,900,50,bet,keno_015,73400,105000
2024-07-12 23:37:05.231362,822D2D88C21A449C801E,CH2,950,0,win,keno_015,73400,105000
2024-07-12 23:37:05.160005,2B7883D54AF84C4EA1D8,CH2,950,50,bet,keno_015,73400,105000
2024-07-12 23:36:36.760879,2B7883D54AF84C4EA1D8,CH2,0,0,win,keno_015,73400,105000
2024-07-12 23:36:36.686027,9E3122C0510A41A0968C,CH2,0,25,bet,keno_015,73400,105000
2024-07-12 23:36:30.487745,9E3122C0510A41A0968C,CH2,25,0,win,keno_015,73400,105000
2024-07-12 23:36:30.415704,FC65F4F3B5C34A92A142,CH2,25,25,bet,keno_015,73400,105000
2024-07-12 23:36:25.072956,FC65F4F3B5C34A92A142,CH2,50,0,win,keno_015,73400,105000
2024-07-12 23:36:24.996594,3279F53D0DDC410EB2D0,CH2,50,25,bet,keno_015,73400,105000
2024-07-12 23:36:19.515831,3279F53D0DDC410EB2D0,CH2,75,25,win,keno_015,73400,105000
2024-07-12 23:36:19.433468,C91E4482211F4EC988AE,CH2,50,25,bet,keno_015,73400,105000
2024-07-12 23:36:14.013268,C91E4482211F4EC988AE,CH2,75,0,win,keno_015,73400,105000
2024-07-12 23:36:13.935775,F9C034951F154E9EB3B7,CH2,75,25,bet,keno_015,73400,105000
2024-07-12 23:36:08.692803,F9C034951F154E9EB3B7,CH2,100,0,win,keno_015,73400,105000
2024-07-12 23:36:08.622108,D5B1F43F786F4095A860,CH2,100,25,bet,keno_015,73400,105000
2024-07-12 23:36:03.489190,D5B1F43F786F4095A860,CH2,125,0,win,keno_015,73400,105000
2024-07-12 23:36:03.398719,C66945BEC3D6480BB07D,CH2,125,25,bet,keno_015,73400,105000
2024-07-12 23:35:58.254269,C66945BEC3D6480BB07D,CH2,150,0,win,keno_015,73400,105000
2024-07-12 23:35:58.180081,9437FF1295DF4BA4BCBE,CH2,150,25,bet,keno_015,73400,105000
2024-07-12 23:35:52.697209,9437FF1295DF4BA4BCBE,CH2,175,0,win,keno_015,73400,105000
2024-07-12 23:35:52.625972,E8F06AB9BCA5489BB5C1,CH2,175,25,bet,keno_015,73400,105000
2024-07-12 23:35:46.998660,E8F06AB9BCA5489BB5C1,CH2,200,25,win,keno_015,73400,105000
2024-07-12 23:35:46.924176,1FDCFE71DE544F398536,CH2,175,25,bet,keno_015,73400,105000
2024-07-12 23:35:41.490103,1FDCFE71DE544F398536,CH2,200,0,win,keno_015,73400,105000
2024-07-12 23:35:41.413870,15D27BCEE5A5482B9A9A,CH2,200,25,bet,keno_015,73400,105000
2024-07-12 23:35:35.802965,15D27BCEE5A5482B9A9A,CH2,225,25,win,keno_015,73400,105000
2024-07-12 23:35:35.724228,91DABF870DB441858322,CH2,200,25,bet,keno_015,73400,105000
2024-07-12 23:35:30.308163,91DABF870DB441858322,CH2,225,0,win,keno_015,73400,105000
2024-07-12 23:35:30.236061,648D103DDF1A4EC1B040,CH2,225,25,bet,keno_015,73400,105000
2024-07-12 23:35:25.331174,648D103DDF1A4EC1B040,CH2,250,0,win,keno_015,73400,105000
2024-07-12 23:35:25.255030,CCD452ED6DE64EBE8A77,CH2,250,25,bet,keno_015,73400,105000
2024-07-12 23:35:20.058573,CCD452ED6DE64EBE8A77,CH2,275,0,win,keno_015,73400,105000
2024-07-12 23:35:19.985965,56B851930CD4479AA8F7,CH2,275,25,bet,keno_015,73400,105000
2024-07-12 23:35:14.652397,56B851930CD4479AA8F7,CH2,300,0,win,keno_015,73400,105000
2024-07-12 23:35:14.579666,F8B955541A27491A9D8F,CH2,300,25,bet,keno_015,73400,105000
2024-07-12 23:35:09.268194,F8B955541A27491A9D8F,CH2,325,0,win,keno_015,73400,105000
2024-07-12 23:35:09.188394,A52F99079B284EE3AFA2,CH2,325,25,bet,keno_015,73400,105000
2024-07-12 23:35:03.794170,A52F99079B284EE3AFA2,CH2,350,0,win,keno_015,73400,105000
2024-07-12 23:35:03.722064,BA96CBC521C64BD28EEA,CH2,350,25,bet,keno_015,73400,105000
2024-07-12 23:34:56.999405,BA96CBC521C64BD28EEA,CH2,375,50,bet,keno_015,73400,105000
2024-07-12 23:34:48.464737,BA96CBC521C64BD28EEA,CH2,425,125,win,keno_015,73400,105000
2024-07-12 23:34:48.388442,FF23BFFE36ED4136BA35,CH2,300,25,bet,keno_015,73400,105000
2024-07-12 23:34:42.816287,FF23BFFE36ED4136BA35,CH2,325,0,win,keno_015,73400,105000
2024-07-12 23:34:42.738214,46F390A1A05E45279AFF,CH2,325,25,bet,keno_015,73400,105000
2024-07-12 23:34:37.640178,46F390A1A05E45279AFF,CH2,350,0,win,keno_015,73400,105000
2024-07-12 23:34:37.550651,694318F8D0344337BAD6,CH2,350,25,bet,keno_015,73400,105000
2024-07-12 23:34:31.911437,694318F8D0344337BAD6,CH2,375,0,win,keno_015,73400,105000
2024-07-12 23:34:31.845121,887A874C3DE5491C910B,CH2,375,25,bet,keno_015,73400,105000
2024-07-12 23:34:26.582307,887A874C3DE5491C910B,CH2,400,0,win,keno_015,73400,105000
2024-07-12 23:34:26.508444,4AC61AF6B40E4B37A3C2,CH2,400,25,bet,keno_015,73400,105000
2024-07-12 23:34:21.593204,4AC61AF6B40E4B37A3C2,CH2,425,0,win,keno_015,73400,105000
2024-07-12 23:34:21.522978,22F8994E702E40F7A95B,CH2,425,25,bet,keno_015,73400,105000
2024-07-12 23:34:16.650622,22F8994E702E40F7A95B,CH2,450,0,win,keno_015,73400,105000
2024-07-12 23:34:16.576486,0BA543A454074FF6AFB6,CH2,450,25,bet,keno_015,73400,105000
2024-07-12 23:34:11.362767,0BA543A454074FF6AFB6,CH2,475,0,win,keno_015,73400,105000
2024-07-12 23:34:11.292693,9C5808802F54471AB113,CH2,475,25,bet,keno_015,73400,105000
2024-07-12 23:34:01.644356,9C5808802F54471AB113,CH2,500,0,win,keno_015,73400,105000
2024-07-12 23:34:01.566866,3FE782D29A9542E69864,CH2,500,50,bet,keno_015,73400,105000
2024-07-12 23:33:56.851352,3FE782D29A9542E69864,CH2,550,0,win,keno_015,73400,105000
2024-07-12 23:33:56.778533,2D4EDACE835C4789AF7D,CH2,550,50,bet,keno_015,73400,105000
2024-07-12 23:33:50.934102,2D4EDACE835C4789AF7D,CH2,600,25,win,keno_015,73400,105000
2024-07-12 23:33:50.859688,CCBCF83051C743F6849F,CH2,575,50,bet,keno_015,73400,105000
2024-07-12 23:33:45.164286,CCBCF83051C743F6849F,CH2,625,25,win,keno_015,73400,105000
2024-07-12 23:33:45.088569,38976A82B66745F4A140,CH2,600,50,bet,keno_015,73400,105000
2024-07-12 23:33:36.977133,38976A82B66745F4A140,CH2,650,0,win,keno_015,73400,105000
2024-07-12 23:33:36.911397,574D85B538184CE180D3,CH2,650,100,bet,keno_015,73400,105000
2024-07-12 23:33:30.611229,574D85B538184CE180D3,CH2,750,50,win,keno_015,73400,105000
2024-07-12 23:33:30.533489,EF80E5FB4C6C4C10828A,CH2,700,100,bet,keno_015,73400,105000
2024-07-12 23:33:19.671498,EF80E5FB4C6C4C10828A,CH2,800,0,win,keno_015,73400,105000
2024-07-12 23:33:19.602760,DB8F8738EB79419888DB,CH2,800,100,bet,keno_015,73400,105000
2024-07-12 23:33:14.393627,DB8F8738EB79419888DB,CH2,900,0,win,keno_015,73400,105000
2024-07-12 23:33:14.318676,02E4912CAC454E08897D,CH2,900,100,bet,keno_015,73400,105000
2024-07-12 23:32:48.369850,02E4912CAC454E08897D,CH2,0,0,win,keno_015,73400,105000
2024-07-12 23:32:48.300171,EE0285D7F647443FBD41,CH2,0,50,bet,keno_015,73400,105000
2024-07-12 23:32:42.715558,EE0285D7F647443FBD41,CH2,50,0,win,keno_015,73400,105000
2024-07-12 23:32:42.642663,18B8C397206645E9A7E4,CH2,50,50,bet,keno_015,73400,105000
2024-07-12 23:32:36.648055,18B8C397206645E9A7E4,CH2,100,25,win,keno_015,73400,105000
2024-07-12 23:32:36.578560,F234FB1872D74B308A5A,CH2,75,50,bet,keno_015,73400,105000
2024-07-12 23:32:30.450976,F234FB1872D74B308A5A,CH2,125,50,win,keno_015,73400,105000
2024-07-12 23:32:30.375083,C80C6C135B3C4EAEA826,CH2,75,50,bet,keno_015,73400,105000
2024-07-12 23:32:23.964277,C80C6C135B3C4EAEA826,CH2,125,50,win,keno_015,73400,105000
2024-07-12 23:32:23.891287,251E32F1FBCD45F28557,CH2,75,50,bet,keno_015,73400,105000
2024-07-12 23:32:18.127706,251E32F1FBCD45F28557,CH2,125,0,win,keno_015,73400,105000
2024-07-12 23:32:18.057582,6166CEFF2ED745599AC4,CH2,125,50,bet,keno_015,73400,105000
2024-07-12 23:32:12.315875,6166CEFF2ED745599AC4,CH2,175,50,win,keno_015,73400,105000
2024-07-12 23:32:12.243141,1D339CB711164B79B578,CH2,125,50,bet,keno_015,73400,105000
2024-07-12 23:32:07.096808,1D339CB711164B79B578,CH2,175,0,win,keno_015,73400,105000
2024-07-12 23:32:07.017303,EC8C10F5E0C8465AB4B6,CH2,175,50,bet,keno_015,73400,105000
2024-07-12 23:32:01.806150,EC8C10F5E0C8465AB4B6,CH2,225,0,win,keno_015,73400,105000
2024-07-12 23:32:01.716597,2FDEC51615EC4C0487CE,CH2,225,50,bet,keno_015,73400,105000
2024-07-12 23:31:56.021557,2FDEC51615EC4C0487CE,CH2,275,25,win,keno_015,73400,105000
2024-07-12 23:31:55.946614,C422A0BEB6244AA68C8E,CH2,250,50,bet,keno_015,73400,105000
2024-07-12 23:31:50.800111,C422A0BEB6244AA68C8E,CH2,300,0,win,keno_015,73400,105000
2024-07-12 23:31:50.725990,51037EF1E3CF4F688F86,CH2,300,50,bet,keno_015,73400,105000
2024-07-12 23:31:45.545651,51037EF1E3CF4F688F86,CH2,350,0,win,keno_015,73400,105000
2024-07-12 23:31:45.480613,8275F566A4ED4371ABCD,CH2,350,50,bet,keno_015,73400,105000
2024-07-12 23:31:40.348928,8275F566A4ED4371ABCD,CH2,400,0,win,keno_015,73400,105000
2024-07-12 23:31:40.279066,C92AE46B016041F2A70A,CH2,400,50,bet,keno_015,73400,105000
2024-07-12 23:31:34.975084,C92AE46B016041F2A70A,CH2,450,0,win,keno_015,73400,105000
2024-07-12 23:31:34.896680,4854C0DA938247A7A0B2,CH2,450,50,bet,keno_015,73400,105000
2024-07-12 23:31:29.695308,4854C0DA938247A7A0B2,CH2,500,0,win,keno_015,73400,105000
2024-07-12 23:31:29.619876,FB8D1788525D47C798B5,CH2,500,50,bet,keno_015,73400,105000
2024-07-12 23:31:24.160070,FB8D1788525D47C798B5,CH2,550,25,win,keno_015,73400,105000
2024-07-12 23:31:24.081337,136E2CF087634F8FBB18,CH2,525,50,bet,keno_015,73400,105000
2024-07-12 23:31:17.899480,136E2CF087634F8FBB18,CH2,575,25,win,keno_015,73400,105000
2024-07-12 23:31:17.826904,0FBFD0BC2E6D458D905A,CH2,550,50,bet,keno_015,73400,105000
2024-07-12 23:31:11.684002,0FBFD0BC2E6D458D905A,CH2,600,125,win,keno_015,73400,105000
2024-07-12 23:31:11.610672,7AB4318C19794C139715,CH2,475,50,bet,keno_015,73400,105000
2024-07-12 23:31:05.776398,7AB4318C19794C139715,CH2,525,0,win,keno_015,73400,105000
2024-07-12 23:31:05.703313,62BC15F793C549BCB93B,CH2,525,50,bet,keno_015,73400,105000
2024-07-12 23:30:49.592705,62BC15F793C549BCB93B,CH2,575,25,win,keno_015,73400,105000
2024-07-12 23:30:49.515798,EBF7131E16A84EA1A182,CH2,550,100,bet,keno_015,73400,105000
2024-07-12 23:30:44.021957,EBF7131E16A84EA1A182,CH2,650,25,win,keno_015,73400,105000
2024-07-12 23:30:43.937400,926B7A08FBD1470FBE32,CH2,625,100,bet,keno_015,73400,105000
2024-07-12 23:30:37.839295,926B7A08FBD1470FBE32,CH2,725,50,win,keno_015,73400,105000
2024-07-12 23:30:37.772992,1CF762E39C064200B643,CH2,675,100,bet,keno_015,73400,105000
2024-07-12 23:30:31.985338,1CF762E39C064200B643,CH2,775,50,win,keno_015,73400,105000
2024-07-12 23:30:31.902563,B025286BE24C4A80AE00,CH2,725,100,bet,keno_015,73400,105000
2024-07-12 23:30:26.349930,B025286BE24C4A80AE00,CH2,825,25,win,keno_015,73400,105000
2024-07-12 23:30:26.276950,9E45D39AD3B24E668F50,CH2,800,100,bet,keno_015,73400,105000
